0.000000000000000000e+00,1.000000000000000000e+00
1.000100010001000133e-04,9.899991857409072837e-01
2.000200020002000265e-04,9.858559003362954432e-01
3.000300030003000534e-04,9.826757978768654311e-01
4.000400040004000531e-04,9.799939725036328486e-01
5.000500050005000528e-04,9.776303468775950911e-01
6.000600060006001067e-04,9.754925664095860371e-01
7.000700070007000522e-04,9.735257682724836048e-01
8.000800080008001062e-04,9.716942063355512582e-01
9.000900090009001601e-04,9.699730512886102218e-01
1.000100010001000106e-03,9.683442250997521539e-01
1.100110011001100051e-03,9.667940803533872085e-01
1.200120012001200213e-03,9.653120144038390693e-01
1.300130013001300159e-03,9.638895955626591849e-01
1.400140014001400104e-03,9.625199874886494200e-01
1.500150015001500267e-03,9.611975560961170117e-01
1.600160016001600212e-03,9.599175928670800051e-01
1.700170017001700158e-03,9.586761150199268888e-01
1.800180018001800320e-03,9.574697179484088494e-01
1.900190019001900266e-03,9.562954641322440885e-01
2.000200020002000211e-03,9.551507980718091373e-01
2.100210021002100157e-03,9.540334801622289973e-01
2.200220022002200102e-03,9.529415345946472549e-01
2.300230023002300481e-03,9.518732078107225991e-01
2.400240024002400427e-03,9.508269350095915895e-01
2.500250025002500372e-03,9.498013128780936620e-01
2.600260026002600318e-03,9.487950771867413868e-01
2.700270027002700263e-03,9.478070842305958976e-01
2.800280028002800209e-03,9.468362953380569103e-01
2.900290029002900588e-03,9.458817638496013203e-01
3.000300030003000534e-03,9.449426241015401740e-01
3.100310031003100479e-03,9.440180820498927927e-01
3.200320032003200425e-03,9.431074072454475044e-01
3.300330033003300370e-03,9.422099259293816864e-01
3.400340034003400316e-03,9.413250150639308478e-01
3.500350035003500261e-03,9.404520971478435021e-01
3.600360036003600640e-03,9.395906356940837423e-01
3.700370037003700586e-03,9.387401312692351674e-01
3.800380038003800531e-03,9.379001180116188774e-01
3.900390039003900477e-03,9.370701605592479666e-01
4.000400040004000422e-03,9.362498513301573677e-01
4.100410041004100802e-03,9.354388081069324734e-01
4.200420042004200313e-03,9.346366718848554411e-01
4.300430043004300693e-03,9.338431049493355340e-01
4.400440044004400204e-03,9.330577891534523882e-01
4.500450045004500584e-03,9.322804243707280003e-01
4.600460046004600963e-03,9.315107271018207014e-01
4.700470047004700475e-03,9.307484292168288764e-01
4.800480048004800854e-03,9.299932768174122844e-01
4.900490049004900366e-03,9.292450292050702387e-01
5.000500050005000745e-03,9.285034579437148050e-01
5.100510051005100257e-03,9.277683460062152720e-01
5.200520052005200636e-03,9.270394869959013295e-01
5.300530053005301015e-03,9.263166844351291562e-01
5.400540054005400527e-03,9.255997511139830713e-01
5.500550055005500906e-03,9.248885084930152933e-01
5.600560056005600418e-03,9.241827861546402234e-01
5.700570057005700797e-03,9.234824212984273917e-01
5.800580058005801176e-03,9.227872582760725528e-01
5.900590059005900688e-03,9.220971481623013721e-01
6.000600060006001067e-03,9.214119483583672610e-01
6.100610061006100579e-03,9.207315222251690745e-01
6.200620062006200958e-03,9.200557387433273560e-01
6.300630063006300470e-03,9.193844721978371437e-01
6.400640064006400849e-03,9.187176018851591630e-01
6.500650065006501228e-03,9.180550118408291604e-01
6.600660066006600740e-03,9.173965905858544323e-01
6.700670067006701119e-03,9.167422308903384609e-01
6.800680068006800631e-03,9.160918295529243416e-01
6.900690069006901010e-03,9.154452871947802439e-01
7.000700070007000522e-03,9.148025080669749398e-01
7.100710071007100901e-03,9.141633998701917951e-01
7.200720072007201281e-03,9.135278735858306520e-01
7.300730073007300792e-03,9.128958433176291853e-01
7.400740074007401172e-03,9.122672261430144758e-01
7.500750075007500683e-03,9.116419419734641538e-01
7.600760076007601063e-03,9.110199134232179752e-01
7.700770077007701442e-03,9.104010656857369765e-01
7.800780078007800954e-03,9.097853264173596521e-01
7.900790079007900465e-03,9.091726256276487783e-01
8.000800080008000845e-03,9.085628955759635916e-01
8.100810081008101224e-03,9.079560706738325493e-01
