1.000000000000000000e+00,9.800000000000000711e+00
2.000000000000000000e+00,4.900000000000000355e+00
3.000000000000000000e+00,3.266666666666667052e+00
4.000000000000000000e+00,2.450000000000000178e+00
5.000000000000000000e+00,1.960000000000000187e+00
6.000000000000000000e+00,1.633333333333333526e+00
7.000000000000000000e+00,1.400000000000000133e+00
8.000000000000000000e+00,1.225000000000000089e+00
9.000000000000000000e+00,1.088888888888889017e+00
1.000000000000000000e+01,9.800000000000000933e-01
1.100000000000000000e+01,8.909090909090909838e-01
1.200000000000000000e+01,8.166666666666667629e-01
1.300000000000000000e+01,7.538461538461539435e-01
1.400000000000000000e+01,7.000000000000000666e-01
1.500000000000000000e+01,6.533333333333334325e-01
1.600000000000000000e+01,6.125000000000000444e-01
1.700000000000000000e+01,5.764705882352941790e-01
1.800000000000000000e+01,5.444444444444445086e-01
1.900000000000000000e+01,5.157894736842105754e-01
2.000000000000000000e+01,4.900000000000000466e-01
2.100000000000000000e+01,4.666666666666666741e-01
2.200000000000000000e+01,4.454545454545454919e-01
2.300000000000000000e+01,4.260869565217391686e-01
2.400000000000000000e+01,4.083333333333333814e-01
2.500000000000000000e+01,3.920000000000000151e-01
2.600000000000000000e+01,3.769230769230769718e-01
2.700000000000000000e+01,3.629629629629629872e-01
2.800000000000000000e+01,3.500000000000000333e-01
2.900000000000000000e+01,3.379310344827586299e-01
3.000000000000000000e+01,3.266666666666667163e-01
3.100000000000000000e+01,3.161290322580645462e-01
