1.000000000000000000e+00,4.078000000000000114e+02
2.000000000000000000e+00,2.039000000000000057e+02
3.000000000000000000e+00,1.359333333333333371e+02
4.000000000000000000e+00,1.019500000000000028e+02
5.000000000000000000e+00,8.156000000000000227e+01
6.000000000000000000e+00,6.796666666666666856e+01
7.000000000000000000e+00,5.825714285714285978e+01
8.000000000000000000e+00,5.097500000000000142e+01
9.000000000000000000e+00,4.531111111111111001e+01
1.000000000000000000e+01,4.078000000000000114e+01
1.100000000000000000e+01,3.707272727272727053e+01
1.200000000000000000e+01,3.398333333333333428e+01
1.300000000000000000e+01,3.136923076923077147e+01
1.400000000000000000e+01,2.912857142857142989e+01
1.500000000000000000e+01,2.718666666666666742e+01
1.600000000000000000e+01,2.548750000000000071e+01
1.700000000000000000e+01,2.398823529411764710e+01
1.800000000000000000e+01,2.265555555555555500e+01
1.900000000000000000e+01,2.146315789473684177e+01
2.000000000000000000e+01,2.039000000000000057e+01
2.100000000000000000e+01,1.941904761904762111e+01
2.200000000000000000e+01,1.853636363636363527e+01
2.300000000000000000e+01,1.773043478260869676e+01
2.400000000000000000e+01,1.699166666666666714e+01
2.500000000000000000e+01,1.631200000000000117e+01
2.600000000000000000e+01,1.568461538461538574e+01
2.700000000000000000e+01,1.510370370370370452e+01
2.800000000000000000e+01,1.456428571428571495e+01
2.900000000000000000e+01,1.406206896551724128e+01
3.000000000000000000e+01,1.359333333333333371e+01
3.100000000000000000e+01,1.315483870967741886e+01
